SKU_ID,Category,Hub,Avg_Daily_Demand,Lead_Time_Days,Current_Stock,Unit_Cost,Stock_Aging_Days,Replenishment_Cycle_Days,Book_to_Ship_Days,Book_to_Deliver_Days,Demand_StdDev,Safety_Stock,Reorder_Point
MYT-SKU-03702,Footwear,Leipzig,2.16,5,98,204.49,356,7,2,6,1.747,6.45,17.25
MYT-SKU-03703,Apparel,Munich,4.47,3,258,170.37,165,21,2,3,1.963,5.61,19.02
MYT-SKU-03704,Bags,Munich,7.98,3,319,61.06,87,7,3,10,3.482,9.95,33.89
MYT-SKU-03705,Accessories,Munich,0.94,3,47,101.98,361,14,3,5,1.168,3.34,6.16
MYT-SKU-03706,Bags,Leipzig,8.51,8,499,310.01,90,7,2,8,3.941,18.39,86.47
MYT-SKU-03707,Footwear,NewJersey,6.09,12,363,254.27,348,28,2,8,2.539,14.51,87.59
MYT-SKU-03708,Apparel,NewJersey,6.06,9,304,250.55,219,28,3,9,2.66,13.17,67.71
MYT-SKU-03709,Apparel,Leipzig,9.31,8,638,104.97,222,14,4,6,4.56,21.28,95.76
MYT-SKU-03710,Accessories,Leipzig,5.37,8,238,113.11,242,28,3,8,2.417,11.28,54.24
MYT-SKU-03711,Apparel,NewJersey,9.47,13,702,323.38,279,7,1,2,3.647,21.7,144.81
MYT-SKU-03712,Footwear,Munich,11.15,4,991,161.49,210,28,2,3,3.419,11.28,55.88
MYT-SKU-03713,Footwear,Leipzig,3.67,6,264,94.93,156,7,4,9,2.4,9.7,31.72
MYT-SKU-03714,Footwear,Leipzig,10.31,5,758,210.51,42,14,4,6,4.305,15.88,67.43
MYT-SKU-03715,Accessories,Munich,10.85,6,873,228.04,102,7,3,6,4.216,17.04,82.14
MYT-SKU-03716,Apparel,Leipzig,10.79,8,246,99.31,301,14,4,9,3.917,18.28,104.6
MYT-SKU-03717,Apparel,Munich,7.72,4,441,216.65,254,7,0,1,2.829,9.34,40.22
MYT-SKU-03718,Apparel,Leipzig,4.96,4,324,339.73,227,14,3,7,2.693,8.89,28.73
MYT-SKU-03719,Apparel,Munich,7.15,5,598,86.78,163,14,3,8,3.587,13.23,48.98
MYT-SKU-03720,Apparel,Munich,8.83,7,684,169.08,317,7,3,5,2.699,11.78,73.59
MYT-SKU-03721,Apparel,Munich,6.92,4,306,56.39,114,14,1,6,2.92,9.64,37.32
MYT-SKU-03722,Bags,NewJersey,4.7,9,180,169.96,276,14,0,4,3.063,15.16,57.46
MYT-SKU-03723,Accessories,Leipzig,6.51,4,242,201.31,14,14,4,6,2.937,9.69,35.73
MYT-SKU-03724,Apparel,Leipzig,5.02,5,170,438.81,49,7,2,8,3.203,11.82,36.92
MYT-SKU-03725,Apparel,Leipzig,4.26,5,163,318.16,52,21,0,3,1.772,6.54,27.84
MYT-SKU-03726,Accessories,Leipzig,5.62,7,394,420.02,122,14,3,4,2.343,10.23,49.57
MYT-SKU-03727,Apparel,Munich,7.27,7,172,57.85,197,14,2,3,3.111,13.58,64.47
MYT-SKU-03728,Apparel,HongKong,6.08,19,426,424.57,144,7,3,4,2.302,16.56,132.08
MYT-SKU-03729,Apparel,Munich,6.73,6,199,235.84,323,21,1,8,3.119,12.61,52.99
MYT-SKU-03730,Footwear,Munich,6.47,3,400,135.66,297,21,3,10,2.891,8.26,27.67
MYT-SKU-03731,Apparel,HongKong,7.5,20,448,382.01,254,21,0,6,3.985,29.41,179.41
MYT-SKU-03732,Accessories,Munich,1.06,3,63,275.39,105,14,1,8,1.297,3.71,6.89
MYT-SKU-03733,Apparel,Munich,4.3,3,165,51.75,57,14,3,10,1.679,4.8,17.7
MYT-SKU-03734,Apparel,Leipzig,5.86,8,154,246.46,293,21,0,5,3.366,15.71,62.59
MYT-SKU-03735,Apparel,Leipzig,14.31,5,1065,293.14,191,14,4,5,4.742,17.5,89.05
MYT-SKU-03736,Apparel,HongKong,5.75,19,191,19.78,173,7,3,10,2.259,16.25,125.5
MYT-SKU-03737,Footwear,Leipzig,5.63,6,118,252.74,318,7,1,4,2.309,9.33,43.11
MYT-SKU-03738,Bags,Leipzig,4.0,7,108,273.73,43,21,4,9,2.562,11.18,39.18
MYT-SKU-03739,Bags,HongKong,2.89,19,68,339.36,39,14,3,6,2.047,14.72,69.63
MYT-SKU-03740,Footwear,Munich,5.11,3,351,59.72,10,21,4,6,2.503,7.15,22.48
MYT-SKU-03741,Accessories,Munich,5.4,6,383,232.26,92,14,2,5,2.373,9.59,41.99
MYT-SKU-03742,Bags,Leipzig,5.54,4,224,709.3,13,7,2,3,3.244,10.71,32.87
MYT-SKU-03743,Bags,Munich,8.98,4,650,536.47,213,7,1,5,4.062,13.4,49.32
MYT-SKU-03744,Apparel,NewJersey,13.86,9,1079,418.4,343,7,3,6,5.232,25.9,150.64
MYT-SKU-03745,Apparel,HongKong,9.04,20,459,133.54,64,14,0,5,4.099,30.25,211.05
MYT-SKU-03746,Apparel,Munich,8.41,4,648,179.53,210,14,4,11,4.235,13.98,47.62
MYT-SKU-03747,Footwear,Munich,2.8,4,148,296.27,351,28,0,3,1.469,4.85,16.05
MYT-SKU-03748,Apparel,Munich,9.2,6,696,335.96,141,21,1,8,3.517,14.21,69.41
MYT-SKU-03749,Apparel,Munich,8.21,4,395,145.19,260,7,4,10,2.92,9.64,42.48
MYT-SKU-03750,Bags,Munich,3.9,3,76,262.79,326,14,3,6,2.115,6.04,17.74
MYT-SKU-03751,Bags,Leipzig,5.62,8,177,111.51,360,7,3,9,3.426,15.99,60.95
MYT-SKU-03752,Accessories,NewJersey,6.36,10,240,309.27,211,7,0,6,3.407,17.78,81.38
MYT-SKU-03753,Apparel,HongKong,9.68,19,465,164.65,67,14,0,6,2.559,18.4,202.32
MYT-SKU-03754,Footwear,Munich,7.83,3,396,72.75,324,7,1,4,3.12,8.92,32.41
MYT-SKU-03755,Apparel,Leipzig,6.76,6,596,289.69,322,7,1,4,2.526,10.21,50.77
MYT-SKU-03756,Apparel,Leipzig,10.29,4,521,17.46,304,14,4,8,3.874,12.78,53.94
MYT-SKU-03757,Apparel,HongKong,9.41,21,403,428.13,92,7,2,6,3.14,23.74,221.35
MYT-SKU-03758,Apparel,HongKong,10.11,19,425,292.77,293,14,3,9,3.62,26.04,218.13
MYT-SKU-03759,Apparel,NewJersey,12.7,10,1034,278.24,303,14,4,9,3.782,19.73,146.73
MYT-SKU-03760,Bags,Leipzig,8.87,6,389,472.7,29,7,2,3,2.458,9.93,63.15
MYT-SKU-03761,Apparel,Leipzig,9.04,6,668,150.65,357,14,3,7,3.026,12.23,66.47
MYT-SKU-03762,Footwear,Munich,6.16,5,208,114.15,114,7,0,2,3.171,11.7,42.5
MYT-SKU-03763,Apparel,Leipzig,10.12,5,477,247.12,169,14,4,11,4.397,16.22,66.82
MYT-SKU-03764,Apparel,Munich,16.19,7,940,425.5,73,14,1,4,5.473,23.89,137.22
MYT-SKU-03765,Apparel,Leipzig,8.25,5,473,135.11,151,21,1,4,2.801,10.33,51.58
MYT-SKU-03766,Apparel,Leipzig,9.46,8,553,325.78,10,21,4,9,4.211,19.65,95.33
MYT-SKU-03767,Footwear,Munich,3.56,4,251,438.29,262,14,3,7,2.601,8.58,22.82
MYT-SKU-03768,Apparel,Munich,9.12,3,486,252.63,119,14,0,2,3.526,10.08,37.44
MYT-SKU-03769,Apparel,Munich,7.76,4,223,212.87,277,14,4,7,2.864,9.45,40.49
MYT-SKU-03770,Apparel,Munich,9.79,7,574,339.66,341,14,2,3,4.296,18.75,87.28
MYT-SKU-03771,Apparel,Munich,3.94,6,147,73.93,158,14,0,2,1.733,7.0,30.64
MYT-SKU-03772,Accessories,Munich,4.15,3,156,26.49,167,28,1,4,2.993,8.55,21.0
MYT-SKU-03773,Apparel,Munich,6.77,5,167,166.11,130,14,0,7,2.692,9.93,43.78
MYT-SKU-03774,Footwear,Munich,1.89,4,157,378.71,229,7,3,6,1.226,4.05,11.61
MYT-SKU-03775,Footwear,NewJersey,5.8,9,115,45.95,88,21,3,8,3.18,15.74,67.94
MYT-SKU-03776,Accessories,Munich,3.92,7,70,270.9,297,7,0,1,2.196,9.59,37.03
MYT-SKU-03777,Bags,Munich,2.84,5,197,55.3,347,14,1,8,1.967,7.26,21.46
MYT-SKU-03778,Footwear,Leipzig,4.48,8,304,231.42,272,7,0,5,1.753,8.18,44.02
MYT-SKU-03779,Footwear,NewJersey,3.59,9,148,68.97,259,7,1,6,1.933,9.57,41.88
MYT-SKU-03780,Bags,Leipzig,6.87,4,485,444.99,339,14,4,8,2.503,8.26,35.74
MYT-SKU-03781,Apparel,Munich,6.67,3,344,147.86,250,7,3,5,2.815,8.04,28.05
MYT-SKU-03782,Apparel,Leipzig,11.52,4,802,174.36,296,28,0,7,2.898,9.56,55.64
MYT-SKU-03783,Apparel,HongKong,7.24,23,405,39.58,112,7,0,6,2.603,20.6,187.12
MYT-SKU-03784,Bags,HongKong,5.34,22,373,563.05,89,14,1,5,2.135,16.52,134.0
MYT-SKU-03785,Bags,Leipzig,5.87,4,428,441.54,33,14,2,3,2.437,8.04,31.52
MYT-SKU-03786,Apparel,NewJersey,7.95,11,288,266.73,327,7,1,6,3.205,17.54,104.99
MYT-SKU-03787,Footwear,NewJersey,9.16,13,402,300.24,100,14,2,6,4.453,26.49,145.57
MYT-SKU-03788,Apparel,Leipzig,6.48,5,342,302.72,111,7,0,1,2.914,10.75,43.15
MYT-SKU-03789,Apparel,Leipzig,6.66,5,195,166.3,259,21,3,10,3.787,13.97,47.27
MYT-SKU-03790,Accessories,Leipzig,7.88,8,692,132.22,289,14,4,6,3.062,14.29,77.33
MYT-SKU-03791,Apparel,HongKong,8.57,23,723,142.31,155,21,3,4,2.473,19.57,216.68
MYT-SKU-03792,Apparel,Munich,4.33,3,317,367.38,237,7,3,7,1.971,5.63,18.62
MYT-SKU-03793,Footwear,NewJersey,5.28,13,158,86.24,68,21,4,11,2.462,14.65,83.29
MYT-SKU-03794,Footwear,Munich,5.47,5,268,225.2,156,14,0,3,3.471,12.81,40.16
MYT-SKU-03795,Apparel,Leipzig,5.01,5,424,286.04,163,7,1,4,3.059,11.29,36.34
MYT-SKU-03796,Footwear,NewJersey,6.03,11,367,238.12,42,7,3,9,2.085,11.41,77.74
MYT-SKU-03797,Apparel,Munich,7.84,5,344,254.37,5,7,1,8,2.58,9.52,48.72
MYT-SKU-03798,Apparel,Leipzig,7.61,4,166,379.5,221,7,3,10,3.338,11.02,41.46
MYT-SKU-03799,Apparel,Munich,7.19,7,162,156.28,51,7,0,7,3.952,17.25,67.58
MYT-SKU-03800,Footwear,Leipzig,3.34,5,220,163.48,119,14,1,8,1.986,7.33,24.03
MYT-SKU-03801,Apparel,Munich,12.86,4,493,84.65,294,7,4,6,4.957,16.36,67.8
MYT-SKU-03802,Accessories,Leipzig,5.42,5,283,340.63,109,14,0,2,2.395,8.84,35.94
MYT-SKU-03803,Bags,Leipzig,6.33,6,452,164.47,141,7,4,5,2.356,9.52,47.5
MYT-SKU-03804,Accessories,NewJersey,8.09,10,232,239.66,300,21,3,5,2.911,15.19,96.09
MYT-SKU-03805,Apparel,NewJersey,9.08,10,189,386.12,217,7,3,8,3.719,19.4,110.2
MYT-SKU-03806,Accessories,Munich,5.49,5,237,54.99,89,14,4,9,2.844,10.49,37.94
MYT-SKU-03807,Apparel,HongKong,7.46,19,203,85.81,250,7,3,10,3.04,21.86,163.6
MYT-SKU-03808,Apparel,Munich,7.35,5,392,92.37,123,21,3,8,3.475,12.82,49.57
MYT-SKU-03809,Apparel,Munich,5.59,5,316,70.86,271,7,4,9,2.285,8.43,36.38
MYT-SKU-03810,Apparel,Munich,8.17,3,190,425.86,269,28,1,3,2.448,7.0,31.51
MYT-SKU-03811,Footwear,NewJersey,3.04,12,226,336.1,104,28,1,3,2.146,12.27,48.75
MYT-SKU-03812,Apparel,NewJersey,9.56,12,160,211.28,281,14,0,1,2.776,15.87,130.59
MYT-SKU-03813,Apparel,Munich,6.24,7,255,142.37,169,21,4,7,2.894,12.63,56.31
MYT-SKU-03814,Footwear,Munich,4.37,7,81,62.45,64,7,0,7,2.17,9.47,40.06
MYT-SKU-03815,Apparel,Munich,13.63,5,927,22.37,126,21,2,5,3.037,11.21,79.36
MYT-SKU-03816,Footwear,Leipzig,3.05,8,247,296.67,233,14,3,4,1.962,9.16,33.56
MYT-SKU-03817,Apparel,Leipzig,6.49,7,267,233.22,50,7,4,6,3.601,15.72,61.15
MYT-SKU-03818,Bags,Munich,4.1,7,162,434.38,318,7,2,4,2.87,12.53,41.23
MYT-SKU-03819,Bags,HongKong,9.1,22,610,136.57,214,7,4,5,3.948,30.55,230.75
MYT-SKU-03820,Apparel,Munich,6.92,6,556,269.87,129,21,4,6,2.987,12.07,53.59
MYT-SKU-03821,Apparel,NewJersey,13.31,11,1085,101.54,259,21,3,7,3.802,20.81,167.22
MYT-SKU-03822,Apparel,Leipzig,6.32,8,372,29.97,89,14,4,6,2.065,9.64,60.2
MYT-SKU-03823,Bags,Leipzig,4.32,8,257,630.41,61,7,2,9,2.713,12.66,47.22
MYT-SKU-03824,Apparel,HongKong,6.09,19,374,374.38,42,14,2,4,3.548,25.52,141.23
MYT-SKU-03825,Apparel,HongKong,5.31,19,282,269.91,45,14,1,2,2.787,20.04,120.93
MYT-SKU-03826,Apparel,Munich,8.59,6,471,412.69,269,14,3,6,4.393,17.76,69.3
MYT-SKU-03827,Apparel,Munich,10.57,5,234,350.24,107,7,4,6,4.083,15.06,67.91
MYT-SKU-03828,Apparel,NewJersey,3.11,10,276,132.23,77,14,0,4,1.609,8.4,39.5
MYT-SKU-03829,Bags,Munich,3.15,7,62,660.22,42,14,0,7,2.047,8.94,30.99
MYT-SKU-03830,Apparel,Munich,10.61,7,541,182.0,283,21,3,10,3.893,16.99,91.26
MYT-SKU-03831,Apparel,Leipzig,4.55,7,336,442.71,83,14,4,8,2.866,12.51,44.36
MYT-SKU-03832,Bags,HongKong,8.39,22,493,508.12,18,28,3,7,3.666,28.37,212.95
MYT-SKU-03833,Bags,HongKong,3.42,23,76,165.21,322,14,3,7,1.546,12.23,90.89
MYT-SKU-03834,Apparel,NewJersey,9.97,12,565,185.26,189,21,1,6,2.99,17.09,136.73
MYT-SKU-03835,Apparel,Leipzig,6.25,6,518,303.42,77,14,1,8,2.101,8.49,45.99
MYT-SKU-03836,Apparel,Munich,8.6,7,530,357.32,7,21,0,3,3.264,14.25,74.45
MYT-SKU-03837,Accessories,Leipzig,3.25,8,239,264.48,102,7,0,5,1.959,9.14,35.14
MYT-SKU-03838,Apparel,HongKong,10.84,19,539,336.28,59,7,2,9,3.743,26.92,232.88
MYT-SKU-03839,Accessories,Munich,6.26,6,240,222.95,43,7,2,3,3.752,15.16,52.72
MYT-SKU-03840,Footwear,Munich,7.86,3,236,136.91,124,14,1,8,2.291,6.55,30.13
MYT-SKU-03841,Apparel,Munich,5.69,6,448,320.68,176,7,2,9,3.519,14.22,48.36
MYT-SKU-03842,Apparel,Leipzig,4.49,5,305,373.2,341,14,3,10,3.038,11.21,33.66
MYT-SKU-03843,Apparel,NewJersey,12.14,13,344,151.19,217,14,2,9,3.556,21.16,178.98
MYT-SKU-03844,Apparel,Leipzig,5.53,4,312,199.27,357,14,2,4,3.376,11.14,33.26
MYT-SKU-03845,Apparel,NewJersey,10.16,13,693,159.96,205,7,3,5,3.529,20.99,153.07
MYT-SKU-03846,Footwear,Munich,3.42,3,197,75.75,278,21,1,6,2.498,7.14,17.4
MYT-SKU-03847,Accessories,NewJersey,7.1,9,612,347.77,49,28,0,7,2.137,10.58,74.48
MYT-SKU-03848,Footwear,HongKong,4.02,20,116,235.43,178,14,1,4,2.872,21.19,101.59
MYT-SKU-03849,Footwear,Munich,7.2,7,494,82.96,68,14,0,7,3.32,14.49,64.89
MYT-SKU-03850,Apparel,NewJersey,6.64,11,407,163.67,89,7,3,9,2.32,12.7,85.74
MYT-SKU-03851,Apparel,Munich,8.99,6,754,336.45,270,28,1,7,4.32,17.46,71.4
MYT-SKU-03852,Apparel,NewJersey,9.01,13,718,177.78,178,7,0,3,2.49,14.81,131.94
MYT-SKU-03853,Footwear,NewJersey,7.04,12,448,43.43,331,21,4,10,2.169,12.4,96.88
MYT-SKU-03854,Accessories,HongKong,6.39,21,305,58.19,340,7,1,4,3.678,27.81,162.0
MYT-SKU-03855,Footwear,Leipzig,4.64,6,127,449.17,100,28,2,7,2.555,10.33,38.17
MYT-SKU-03856,Apparel,Munich,11.83,6,890,199.45,272,21,0,1,2.992,12.09,83.07
MYT-SKU-03857,Apparel,Leipzig,8.44,7,648,290.62,128,7,4,6,2.548,11.12,70.2
MYT-SKU-03858,Footwear,Leipzig,8.74,7,368,283.26,255,21,0,7,3.895,17.0,78.18
MYT-SKU-03859,Apparel,HongKong,9.08,21,290,84.75,94,7,1,6,3.648,27.58,218.26
MYT-SKU-03860,Bags,HongKong,9.23,21,783,298.82,208,7,4,9,3.591,27.15,220.98
MYT-SKU-03861,Bags,NewJersey,6.23,11,313,519.87,83,21,2,8,3.164,17.31,85.84
MYT-SKU-03862,Footwear,Munich,9.75,7,685,198.04,52,28,4,11,4.02,17.55,85.8
MYT-SKU-03863,Apparel,HongKong,6.86,22,423,270.1,259,7,0,3,2.62,20.28,171.2
MYT-SKU-03864,Apparel,NewJersey,7.35,13,496,174.45,97,7,4,9,4.06,24.15,119.7
MYT-SKU-03865,Apparel,HongKong,3.11,20,51,128.11,190,21,0,5,1.49,10.99,73.19
MYT-SKU-03866,Apparel,Munich,4.52,5,280,20.2,90,28,3,7,2.864,10.57,33.17
MYT-SKU-03867,Apparel,Munich,4.91,7,276,197.84,300,21,0,3,2.178,9.51,43.88
MYT-SKU-03868,Footwear,Munich,1.84,5,132,185.68,132,14,2,3,1.927,7.11,16.31
MYT-SKU-03869,Footwear,Leipzig,1.74,4,148,213.7,195,14,0,2,1.169,3.86,10.82
MYT-SKU-03870,Apparel,Leipzig,4.47,7,345,14.86,194,7,1,2,3.156,13.78,45.07
MYT-SKU-03871,Apparel,NewJersey,4.6,11,222,238.6,304,28,1,4,2.424,13.27,63.87
MYT-SKU-03872,Apparel,Leipzig,12.25,7,731,63.74,25,14,2,3,3.733,16.3,102.05
MYT-SKU-03873,Apparel,Munich,10.38,7,341,229.35,247,28,2,7,2.829,12.35,85.01
MYT-SKU-03874,Bags,Leipzig,4.21,4,64,258.93,254,28,3,4,2.136,7.05,23.89
MYT-SKU-03875,Apparel,HongKong,6.68,22,173,31.17,346,14,1,5,2.508,19.41,166.37
MYT-SKU-03876,Apparel,NewJersey,6.7,10,137,84.53,299,7,1,4,3.777,19.71,86.71
MYT-SKU-03877,Apparel,HongKong,7.72,21,550,125.01,359,14,4,11,3.513,26.56,188.68
MYT-SKU-03878,Bags,Leipzig,3.15,7,92,182.73,160,14,1,8,1.858,8.11,30.16
MYT-SKU-03879,Footwear,Leipzig,5.99,5,140,276.34,264,14,1,6,2.117,7.81,37.76
MYT-SKU-03880,Apparel,NewJersey,9.1,12,331,31.33,162,14,4,5,3.465,19.81,129.01
MYT-SKU-03881,Apparel,Leipzig,7.61,8,647,206.38,229,14,3,8,3.672,17.14,78.02
MYT-SKU-03882,Footwear,Munich,3.07,5,109,369.6,7,7,2,9,2.42,8.93,24.28
MYT-SKU-03883,Accessories,Munich,5.51,5,354,137.04,195,7,3,10,2.764,10.2,37.75
MYT-SKU-03884,Apparel,Munich,4.82,4,374,276.91,107,28,2,6,3.285,10.84,30.12
MYT-SKU-03885,Bags,HongKong,12.78,19,986,665.59,234,7,2,7,3.991,28.7,271.52
MYT-SKU-03886,Accessories,Munich,3.86,3,331,357.38,269,7,4,6,1.684,4.81,16.39
MYT-SKU-03887,Accessories,Munich,4.83,4,204,376.15,331,28,2,8,2.204,7.27,26.59
MYT-SKU-03888,Footwear,Munich,3.94,6,203,203.83,19,14,0,6,2.501,10.11,33.75
MYT-SKU-03889,Footwear,Leipzig,0.78,4,26,48.65,4,21,0,4,1.094,3.61,6.73
MYT-SKU-03890,Apparel,Leipzig,8.04,6,160,225.18,140,7,0,4,2.928,11.83,60.07
MYT-SKU-03891,Bags,Leipzig,6.59,5,582,70.28,22,14,0,3,3.649,13.46,46.41
MYT-SKU-03892,Apparel,Munich,10.76,4,861,229.81,41,14,4,7,3.225,10.64,53.68
MYT-SKU-03893,Footwear,Munich,5.35,5,207,229.74,36,7,4,7,2.303,8.5,35.25
MYT-SKU-03894,Apparel,Leipzig,11.9,4,883,369.92,62,7,0,2,4.002,13.21,60.81
MYT-SKU-03895,Footwear,Munich,4.26,7,329,251.35,112,14,1,6,2.282,9.96,39.78
MYT-SKU-03896,Bags,Munich,12.23,4,408,89.76,311,21,2,4,3.984,13.15,62.07
MYT-SKU-03897,Apparel,Munich,11.5,6,978,212.16,30,14,3,4,4.246,17.16,86.16
MYT-SKU-03898,Bags,NewJersey,6.96,10,272,532.39,293,28,0,1,3.869,20.19,89.79
MYT-SKU-03899,Apparel,Leipzig,9.48,8,546,57.71,90,28,0,3,3.811,17.79,93.63
MYT-SKU-03900,Bags,Munich,7.96,5,596,362.62,201,14,1,3,2.819,10.4,50.2
MYT-SKU-03901,Apparel,Munich,4.96,3,294,233.12,360,14,4,6,3.323,9.5,24.38
MYT-SKU-03902,Apparel,NewJersey,7.94,11,274,419.8,173,14,1,7,3.953,21.63,108.97
MYT-SKU-03903,Accessories,Leipzig,2.49,6,212,352.41,65,21,0,3,1.663,6.72,21.66
MYT-SKU-03904,Apparel,Leipzig,9.96,4,152,119.07,339,7,1,8,3.517,11.61,51.45
MYT-SKU-03905,Bags,HongKong,7.66,21,416,585.29,155,7,2,3,2.504,18.93,179.79
MYT-SKU-03906,Apparel,HongKong,7.3,21,134,199.78,206,21,3,6,3.073,23.24,176.54
MYT-SKU-03907,Apparel,HongKong,14.83,20,951,230.41,290,14,1,4,4.171,30.78,327.38
MYT-SKU-03908,Apparel,Leipzig,4.89,7,89,174.1,183,21,0,5,3.084,13.46,47.69
MYT-SKU-03909,Footwear,Leipzig,5.89,4,113,51.74,0,14,2,7,2.446,8.07,31.63
MYT-SKU-03910,Apparel,Munich,8.24,4,428,445.64,42,21,2,5,3.662,12.08,45.04
MYT-SKU-03911,Apparel,NewJersey,5.58,13,372,49.9,54,14,1,4,2.238,13.31,85.85
MYT-SKU-03912,Apparel,Leipzig,10.54,5,491,48.56,89,7,0,2,3.41,12.58,65.28
MYT-SKU-03913,Apparel,Munich,7.89,4,659,64.4,82,14,3,8,3.102,10.24,41.8
MYT-SKU-03914,Accessories,NewJersey,3.74,11,316,133.27,289,14,1,6,2.883,15.78,56.92
MYT-SKU-03915,Accessories,NewJersey,9.32,12,453,250.74,320,28,4,8,3.914,22.37,134.21
MYT-SKU-03916,Apparel,NewJersey,4.0,10,241,351.18,40,7,2,5,2.152,11.23,51.23
MYT-SKU-03917,Footwear,NewJersey,5.22,13,462,346.53,76,14,4,10,2.895,17.22,85.08
MYT-SKU-03918,Apparel,NewJersey,10.53,11,807,231.87,87,7,2,6,2.714,14.85,130.68
MYT-SKU-03919,Footwear,Munich,4.99,4,125,382.44,343,14,1,4,2.079,6.86,26.82
MYT-SKU-03920,Bags,HongKong,3.99,23,81,33.98,280,7,2,9,2.719,21.52,113.29
MYT-SKU-03921,Accessories,HongKong,7.05,19,407,29.63,98,21,0,6,3.919,28.19,162.14
MYT-SKU-03922,Apparel,Munich,8.53,4,667,294.87,80,21,4,10,3.62,11.95,46.07
MYT-SKU-03923,Bags,Munich,2.35,3,169,344.98,172,14,1,6,1.455,4.16,11.21
MYT-SKU-03924,Apparel,NewJersey,6.32,9,392,233.05,231,7,0,7,3.656,18.1,74.98
MYT-SKU-03925,Accessories,Munich,3.9,7,303,107.53,358,14,0,2,1.738,7.59,34.89
MYT-SKU-03926,Apparel,NewJersey,5.07,11,126,378.71,184,7,0,6,2.841,15.55,71.32
MYT-SKU-03927,Footwear,Munich,4.66,6,234,232.39,205,7,2,5,2.379,9.62,37.58
MYT-SKU-03928,Footwear,Munich,5.26,6,390,104.34,219,21,0,7,3.393,13.71,45.27
MYT-SKU-03929,Footwear,Leipzig,3.46,5,93,72.62,277,7,0,3,1.96,7.23,24.53
MYT-SKU-03930,Apparel,Munich,4.24,7,182,447.96,360,28,2,5,2.319,10.12,39.8
MYT-SKU-03931,Accessories,Leipzig,9.33,4,461,330.61,7,14,1,5,4.279,14.12,51.44
MYT-SKU-03932,Apparel,Leipzig,4.2,5,87,245.3,0,7,2,6,2.091,7.71,28.71
MYT-SKU-03933,Footwear,Munich,7.48,5,125,260.12,121,7,1,4,2.961,10.92,48.32
MYT-SKU-03934,Apparel,Munich,5.19,6,275,60.3,186,28,1,3,2.681,10.84,41.98
MYT-SKU-03935,Apparel,Leipzig,6.22,7,516,328.02,239,14,0,1,2.986,13.04,56.58
MYT-SKU-03936,Apparel,Munich,7.22,3,164,414.63,334,14,3,4,2.363,6.75,28.41
MYT-SKU-03937,Apparel,HongKong,7.06,20,174,404.97,200,28,4,9,2.716,20.04,161.24
MYT-SKU-03938,Apparel,Leipzig,6.45,5,125,357.09,363,7,3,7,2.399,8.85,41.1
MYT-SKU-03939,Apparel,Munich,5.38,6,227,297.89,144,7,0,2,3.433,13.88,46.16
MYT-SKU-03940,Apparel,Leipzig,9.79,6,436,129.04,282,21,1,6,3.106,12.55,71.29
MYT-SKU-03941,Bags,Munich,6.84,7,607,260.77,82,28,2,9,2.117,9.24,57.12
MYT-SKU-03942,Bags,Munich,4.71,3,361,602.13,322,21,0,3,1.895,5.42,19.55
MYT-SKU-03943,Apparel,Munich,7.67,6,325,325.92,41,14,1,4,3.22,13.01,59.03
MYT-SKU-03944,Apparel,NewJersey,6.8,12,296,445.79,181,7,2,7,3.267,18.67,100.27
MYT-SKU-03945,Apparel,NewJersey,4.33,10,200,49.3,39,14,0,3,1.778,9.28,52.58
MYT-SKU-03946,Apparel,HongKong,7.08,19,420,164.35,114,14,1,3,2.2,15.82,150.34
MYT-SKU-03947,Footwear,Munich,4.43,6,358,397.29,82,21,3,10,2.244,9.07,35.65
MYT-SKU-03948,Footwear,Munich,1.92,6,62,23.35,252,14,3,7,1.533,6.2,17.72
MYT-SKU-03949,Apparel,Leipzig,4.64,7,155,159.15,109,21,4,8,2.141,9.35,41.83
MYT-SKU-03950,Apparel,HongKong,10.15,19,906,438.71,214,14,0,5,3.179,22.86,215.71
MYT-SKU-03951,Apparel,NewJersey,9.02,12,466,251.44,318,7,1,6,3.753,21.45,129.69
MYT-SKU-03952,Bags,Munich,5.34,6,354,235.23,135,21,1,5,2.715,10.97,43.01
MYT-SKU-03953,Accessories,Munich,3.03,4,229,419.4,68,14,3,10,1.601,5.28,17.4
MYT-SKU-03954,Apparel,Leipzig,5.47,6,283,164.01,92,7,2,3,2.493,10.08,42.9
MYT-SKU-03955,Apparel,HongKong,5.67,23,92,70.46,245,21,2,6,2.133,16.88,147.29
MYT-SKU-03956,Bags,HongKong,6.75,19,481,425.11,184,21,2,6,2.241,16.12,144.37
MYT-SKU-03957,Accessories,Leipzig,3.58,8,210,324.87,92,21,2,7,2.446,11.42,40.06
MYT-SKU-03958,Apparel,NewJersey,9.6,12,776,46.75,232,14,1,7,4.386,25.07,140.27
MYT-SKU-03959,Apparel,Leipzig,10.97,6,823,284.48,284,7,3,6,3.526,14.25,80.07
MYT-SKU-03960,Apparel,NewJersey,8.04,10,359,174.87,34,7,2,6,2.472,12.9,93.3
MYT-SKU-03961,Footwear,NewJersey,5.92,10,108,66.58,180,21,2,8,2.279,11.89,71.09
MYT-SKU-03962,Apparel,HongKong,6.87,19,386,290.46,139,14,4,9,3.667,26.37,156.9
