Event_ID,FC_ID,Event_Date,Inbound_Arrival_Time_min,Stow_Time_min,Pick_Time_min,Pack_Time_min,Outbound_Dispatch_Time_min,Carrier,Total_Cycle_Time_min,Throughput_per_Hour,Defect_Flag,SLA_Met_Flag
AMZ-EVT-003210,FC-MUM-01,2025-10-17,92,434,53,78,274,Carrier-D,931,0.16,0,0
AMZ-EVT-003211,FC-MUM-01,2025-08-26,194,449,452,208,223,Carrier-B,1526,0.16,0,0
AMZ-EVT-003212,FC-SFO-01,2025-02-27,199,278,180,64,188,Carrier-B,909,0.25,0,0
AMZ-EVT-003213,FC-LON-01,2025-01-25,166,30,309,139,183,Carrier-E,827,0.29,0,0
AMZ-EVT-003214,FC-SFO-01,2025-10-20,62,16,513,64,146,Carrier-B,801,0.26,0,0
AMZ-EVT-003215,FC-LON-01,2025-05-07,109,217,439,142,26,Carrier-A,933,0.2,0,0
AMZ-EVT-003216,FC-BER-01,2025-03-12,159,413,84,224,336,Carrier-C,1216,0.2,0,0
AMZ-EVT-003217,FC-BER-01,2025-04-15,10,41,197,193,15,Carrier-E,456,0.54,0,1
AMZ-EVT-003218,FC-MUM-01,2025-08-17,59,270,42,100,128,Carrier-A,599,0.32,0,0
AMZ-EVT-003219,FC-SFO-01,2025-03-23,229,447,67,24,245,Carrier-B,1012,0.12,0,0
AMZ-EVT-003220,FC-LON-01,2025-05-31,56,47,123,54,69,Carrier-A,349,0.26,0,1
AMZ-EVT-003221,FC-MUM-01,2025-02-04,133,201,302,125,156,Carrier-A,917,0.08,0,0
AMZ-EVT-003222,FC-BER-01,2025-08-12,121,67,135,135,289,Carrier-B,747,0.36,0,0
AMZ-EVT-003223,FC-BER-01,2025-08-27,109,222,592,19,48,Carrier-A,990,0.14,0,0
AMZ-EVT-003224,FC-MUM-01,2025-04-17,211,75,150,33,120,Carrier-B,589,0.41,0,0
AMZ-EVT-003225,FC-SFO-01,2025-02-09,169,234,114,179,102,Carrier-B,798,0.12,0,0
AMZ-EVT-003226,FC-MUM-01,2025-09-17,126,186,288,108,187,Carrier-E,895,0.14,0,0
AMZ-EVT-003227,FC-BER-01,2025-08-03,172,346,245,211,30,Carrier-D,1004,0.12,0,0
AMZ-EVT-003228,FC-MUM-01,2025-02-19,232,475,100,163,252,Carrier-A,1222,0.1,0,0
AMZ-EVT-003229,FC-MUM-01,2025-07-28,111,389,477,205,275,Carrier-D,1457,0.13,0,0
AMZ-EVT-003230,FC-LON-01,2025-07-15,205,57,243,141,52,Carrier-B,698,0.16,0,0
AMZ-EVT-003231,FC-MUM-01,2025-06-30,40,346,527,209,172,Carrier-B,1294,0.09,0,0
AMZ-EVT-003232,FC-LON-01,2025-08-23,223,46,60,158,325,Carrier-A,812,0.12,0,0
AMZ-EVT-003233,FC-BER-01,2025-03-24,58,330,140,214,275,Carrier-E,1017,0.08,0,0
AMZ-EVT-003234,FC-MUM-01,2025-07-09,19,359,478,74,13,Carrier-A,943,0.12,0,0
AMZ-EVT-003235,FC-BER-01,2025-07-24,228,399,45,30,247,Carrier-C,949,0.24,0,0
AMZ-EVT-003236,FC-SFO-01,2025-02-12,125,455,486,129,212,Carrier-B,1407,0.19,0,0
AMZ-EVT-003237,FC-MUM-01,2025-06-08,104,20,393,99,189,Carrier-A,805,0.28,0,0
AMZ-EVT-003238,FC-BER-01,2025-07-01,13,476,171,140,307,Carrier-D,1107,0.2,0,0
AMZ-EVT-003239,FC-MUM-01,2025-10-28,151,320,417,238,50,Carrier-B,1176,0.11,1,0
AMZ-EVT-003240,FC-SFO-01,2025-05-02,116,344,507,220,211,Carrier-D,1398,0.14,0,0
AMZ-EVT-003241,FC-BER-01,2025-10-05,28,401,344,128,313,Carrier-A,1214,0.07,0,0
AMZ-EVT-003242,FC-SFO-01,2025-09-29,54,239,413,16,94,Carrier-B,816,0.17,0,0
AMZ-EVT-003243,FC-LON-01,2025-03-29,106,67,586,186,139,Carrier-E,1084,0.24,0,0
AMZ-EVT-003244,FC-MUM-01,2025-08-03,233,37,547,229,23,Carrier-D,1069,0.07,0,0
AMZ-EVT-003245,FC-MUM-01,2025-11-20,94,378,52,96,17,Carrier-A,637,0.13,0,0
AMZ-EVT-003246,FC-BER-01,2025-01-02,185,58,395,134,307,Carrier-B,1079,0.14,0,0
AMZ-EVT-003247,FC-LON-01,2025-02-03,147,74,221,234,26,Carrier-A,702,0.25,0,0
AMZ-EVT-003248,FC-MUM-01,2025-06-28,211,149,258,146,132,Carrier-C,896,0.21,0,0
AMZ-EVT-003249,FC-LON-01,2025-06-24,57,382,537,232,98,Carrier-C,1306,0.15,0,0
AMZ-EVT-003250,FC-MUM-01,2025-10-18,136,479,70,194,333,Carrier-A,1212,0.24,0,0
AMZ-EVT-003251,FC-MUM-01,2025-10-31,19,420,402,22,12,Carrier-B,875,0.26,0,0
AMZ-EVT-003252,FC-LON-01,2025-01-17,213,203,247,86,197,Carrier-C,946,0.26,0,0
AMZ-EVT-003253,FC-MUM-01,2025-01-16,20,113,388,51,130,Carrier-D,702,0.12,0,0
AMZ-EVT-003254,FC-MUM-01,2025-02-07,48,441,570,229,92,Carrier-D,1380,0.06,0,0
AMZ-EVT-003255,FC-MUM-01,2025-09-27,170,156,44,166,306,Carrier-C,842,0.33,0,0
AMZ-EVT-003256,FC-MUM-01,2025-10-09,166,326,211,15,350,Carrier-B,1068,0.18,0,0
AMZ-EVT-003257,FC-MUM-01,2025-10-11,181,76,478,126,38,Carrier-C,899,0.19,0,0
AMZ-EVT-003258,FC-BER-01,2025-02-12,39,265,84,234,27,Carrier-C,649,0.13,0,0
AMZ-EVT-003259,FC-SFO-01,2025-11-04,158,182,188,84,158,Carrier-B,770,0.29,0,0
AMZ-EVT-003260,FC-SFO-01,2025-01-27,149,275,573,180,170,Carrier-D,1347,0.06,0,0
AMZ-EVT-003261,FC-BER-01,2025-06-03,8,327,139,86,80,Carrier-A,640,0.17,0,0
AMZ-EVT-003262,FC-MUM-01,2025-07-14,109,72,237,138,198,Carrier-D,754,0.32,0,0
AMZ-EVT-003263,FC-MUM-01,2025-10-24,108,178,428,52,22,Carrier-B,788,0.23,0,0
AMZ-EVT-003264,FC-BER-01,2025-04-11,116,274,84,236,119,Carrier-D,829,0.23,0,0
AMZ-EVT-003265,FC-MUM-01,2025-01-17,25,355,182,218,214,Carrier-A,994,0.22,0,0
AMZ-EVT-003266,FC-MUM-01,2025-07-16,129,446,256,216,155,Carrier-A,1202,0.21,0,0
AMZ-EVT-003267,FC-BER-01,2025-11-09,26,429,31,208,223,Carrier-C,917,0.07,0,0
AMZ-EVT-003268,FC-MUM-01,2025-05-09,85,418,595,157,214,Carrier-D,1469,0.13,0,0
AMZ-EVT-003269,FC-MUM-01,2025-08-26,145,131,264,149,324,Carrier-A,1013,0.26,0,0
AMZ-EVT-003270,FC-MUM-01,2025-01-20,144,369,391,50,266,Carrier-A,1220,0.17,0,0
AMZ-EVT-003271,FC-MUM-01,2025-06-03,134,406,196,63,167,Carrier-B,966,0.19,0,0
AMZ-EVT-003272,FC-BER-01,2025-03-29,192,346,581,51,156,Carrier-C,1326,0.14,0,0
AMZ-EVT-003273,FC-MUM-01,2025-07-01,139,266,94,40,125,Carrier-E,664,0.12,0,0
AMZ-EVT-003274,FC-LON-01,2025-05-22,180,136,511,123,146,Carrier-B,1096,0.17,0,0
AMZ-EVT-003275,FC-MUM-01,2025-02-06,10,144,495,213,298,Carrier-D,1160,0.21,0,0
AMZ-EVT-003276,FC-MUM-01,2025-03-07,233,146,584,104,251,Carrier-A,1318,0.07,0,0
AMZ-EVT-003277,FC-BER-01,2025-06-09,122,169,407,109,16,Carrier-C,823,0.35,0,0
AMZ-EVT-003278,FC-LON-01,2025-03-15,110,235,498,230,73,Carrier-E,1146,0.14,0,0
AMZ-EVT-003279,FC-MUM-01,2025-04-15,46,326,54,235,250,Carrier-B,911,0.07,0,0
AMZ-EVT-003280,FC-BER-01,2025-07-22,47,365,542,79,120,Carrier-B,1153,0.11,0,0
AMZ-EVT-003281,FC-MUM-01,2025-06-12,222,107,590,211,272,Carrier-E,1402,0.07,0,0
AMZ-EVT-003282,FC-LON-01,2025-04-29,170,422,148,18,336,Carrier-E,1094,0.17,0,0
AMZ-EVT-003283,FC-BER-01,2025-04-05,16,404,420,177,264,Carrier-D,1281,0.19,0,0
AMZ-EVT-003284,FC-BER-01,2025-10-17,199,214,327,108,250,Carrier-B,1098,0.11,0,0
AMZ-EVT-003285,FC-SFO-01,2025-05-11,116,58,270,232,176,Carrier-A,852,0.23,0,0
AMZ-EVT-003286,FC-SFO-01,2025-05-03,215,354,191,72,20,Carrier-D,852,0.3,0,0
AMZ-EVT-003287,FC-SFO-01,2025-09-20,50,409,506,19,272,Carrier-A,1256,0.19,0,0
AMZ-EVT-003288,FC-MUM-01,2025-11-17,176,226,273,26,331,Carrier-A,1032,0.18,0,0
AMZ-EVT-003289,FC-SFO-01,2025-01-15,172,373,259,154,130,Carrier-B,1088,0.21,0,0
AMZ-EVT-003290,FC-BER-01,2025-02-09,206,184,384,225,185,Carrier-B,1184,0.19,0,0
AMZ-EVT-003291,FC-BER-01,2025-09-13,121,450,460,23,321,Carrier-B,1375,0.11,0,0
AMZ-EVT-003292,FC-LON-01,2025-08-07,122,47,577,25,338,Carrier-B,1109,0.15,1,0
AMZ-EVT-003293,FC-BER-01,2025-04-10,180,446,474,65,129,Carrier-D,1294,0.11,0,0
AMZ-EVT-003294,FC-SFO-01,2025-03-14,174,159,584,29,88,Carrier-D,1034,0.25,0,0
AMZ-EVT-003295,FC-LON-01,2025-08-27,169,466,586,237,52,Carrier-A,1510,0.12,1,0
AMZ-EVT-003296,FC-BER-01,2025-09-12,237,146,563,85,289,Carrier-C,1320,0.15,0,0
AMZ-EVT-003297,FC-MUM-01,2025-01-31,236,452,402,116,153,Carrier-B,1359,0.19,0,0
AMZ-EVT-003298,FC-BER-01,2025-07-07,87,261,47,152,342,Carrier-A,889,0.33,0,0
AMZ-EVT-003299,FC-LON-01,2025-10-03,102,479,384,149,281,Carrier-C,1395,0.11,0,0
AMZ-EVT-003300,FC-MUM-01,2025-08-25,93,85,124,56,269,Carrier-C,627,0.45,0,0
AMZ-EVT-003301,FC-BER-01,2025-10-24,212,273,500,54,261,Carrier-C,1300,0.09,0,0
AMZ-EVT-003302,FC-MUM-01,2025-02-08,155,52,174,123,142,Carrier-E,646,0.1,0,0
AMZ-EVT-003303,FC-MUM-01,2025-10-12,133,413,81,94,326,Carrier-B,1047,0.11,0,0
AMZ-EVT-003304,FC-BER-01,2025-03-30,123,45,53,131,312,Carrier-C,664,0.37,0,0
AMZ-EVT-003305,FC-SFO-01,2025-03-27,130,324,402,24,59,Carrier-D,939,0.31,0,0
AMZ-EVT-003306,FC-MUM-01,2025-02-23,139,52,64,80,334,Carrier-A,669,0.29,0,0
AMZ-EVT-003307,FC-BER-01,2025-11-17,104,21,227,52,29,Carrier-D,433,0.38,0,1
AMZ-EVT-003308,FC-MUM-01,2025-04-30,232,28,251,131,27,Carrier-B,669,0.45,0,0
AMZ-EVT-003309,FC-MUM-01,2025-01-29,83,139,236,145,298,Carrier-C,901,0.29,0,0
AMZ-EVT-003310,FC-SFO-01,2025-06-21,215,28,217,215,21,Carrier-B,696,0.29,0,0
AMZ-EVT-003311,FC-MUM-01,2025-10-30,27,214,320,232,354,Carrier-C,1147,0.18,0,0
AMZ-EVT-003312,FC-MUM-01,2025-06-22,206,195,398,164,29,Carrier-B,992,0.12,0,0
AMZ-EVT-003313,FC-BER-01,2025-05-04,184,274,378,23,356,Carrier-A,1215,0.15,0,0
AMZ-EVT-003314,FC-LON-01,2025-06-10,225,112,192,55,77,Carrier-B,661,0.45,0,0
AMZ-EVT-003315,FC-MUM-01,2025-01-21,19,13,489,222,276,Carrier-B,1019,0.08,0,0
AMZ-EVT-003316,FC-BER-01,2025-02-18,6,330,84,93,228,Carrier-C,741,0.35,0,0
AMZ-EVT-003317,FC-BER-01,2025-07-20,154,248,91,114,211,Carrier-D,818,0.12,0,0
AMZ-EVT-003318,FC-BER-01,2025-02-04,8,246,292,226,101,Carrier-A,873,0.19,0,0
AMZ-EVT-003319,FC-MUM-01,2025-04-18,134,426,209,200,278,Carrier-D,1247,0.08,0,0
AMZ-EVT-003320,FC-BER-01,2025-06-17,154,371,42,84,297,Carrier-C,948,0.14,0,0
AMZ-EVT-003321,FC-SFO-01,2025-08-20,15,479,506,228,246,Carrier-E,1474,0.18,0,0
AMZ-EVT-003322,FC-BER-01,2025-06-17,92,438,198,85,126,Carrier-A,939,0.18,1,0
AMZ-EVT-003323,FC-MUM-01,2025-09-05,102,91,540,44,357,Carrier-C,1134,0.09,0,0
AMZ-EVT-003324,FC-BER-01,2025-03-14,112,29,30,192,358,Carrier-D,721,0.16,0,0
AMZ-EVT-003325,FC-MUM-01,2025-05-31,50,421,112,231,231,Carrier-B,1045,0.14,0,0
AMZ-EVT-003326,FC-MUM-01,2025-06-12,99,323,141,31,207,Carrier-B,801,0.17,0,0
AMZ-EVT-003327,FC-MUM-01,2025-03-28,25,336,489,106,28,Carrier-A,984,0.1,0,0
AMZ-EVT-003328,FC-MUM-01,2025-04-18,23,428,125,228,137,Carrier-A,941,0.31,0,0
AMZ-EVT-003329,FC-MUM-01,2025-10-25,19,464,297,103,297,Carrier-A,1180,0.13,0,0
AMZ-EVT-003330,FC-MUM-01,2025-01-02,171,119,176,91,37,Carrier-C,594,0.23,0,0
AMZ-EVT-003331,FC-BER-01,2025-09-21,231,473,91,170,273,Carrier-B,1238,0.22,0,0
AMZ-EVT-003332,FC-LON-01,2025-10-17,163,63,263,177,292,Carrier-E,958,0.25,0,0
AMZ-EVT-003333,FC-MUM-01,2025-10-04,93,353,96,151,309,Carrier-D,1002,0.14,0,0
AMZ-EVT-003334,FC-BER-01,2025-05-18,83,88,383,28,245,Carrier-C,827,0.18,0,0
AMZ-EVT-003335,FC-BER-01,2025-10-22,124,305,91,201,243,Carrier-A,964,0.26,0,0
AMZ-EVT-003336,FC-BER-01,2025-01-09,116,96,51,212,272,Carrier-D,747,0.16,0,0
AMZ-EVT-003337,FC-MUM-01,2025-09-10,45,394,72,212,124,Carrier-B,847,0.2,0,0
AMZ-EVT-003338,FC-BER-01,2025-11-03,116,433,435,102,267,Carrier-A,1353,0.05,0,0
AMZ-EVT-003339,FC-SFO-01,2025-09-06,182,29,317,101,79,Carrier-A,708,0.12,1,0
AMZ-EVT-003340,FC-SFO-01,2025-02-19,150,297,145,160,75,Carrier-A,827,0.29,0,0
AMZ-EVT-003341,FC-SFO-01,2025-07-22,25,319,144,129,176,Carrier-E,793,0.15,0,0
AMZ-EVT-003342,FC-BER-01,2025-01-02,154,314,280,80,217,Carrier-C,1045,0.09,0,0
AMZ-EVT-003343,FC-BER-01,2025-08-15,62,467,268,214,271,Carrier-A,1282,0.22,0,0
AMZ-EVT-003344,FC-BER-01,2025-03-25,79,229,311,118,335,Carrier-A,1072,0.21,0,0
AMZ-EVT-003345,FC-BER-01,2025-01-27,128,329,239,128,310,Carrier-A,1134,0.24,0,0
AMZ-EVT-003346,FC-LON-01,2025-04-29,82,161,267,203,150,Carrier-A,863,0.1,1,0
AMZ-EVT-003347,FC-MUM-01,2025-07-23,209,334,430,186,149,Carrier-B,1308,0.12,0,0
AMZ-EVT-003348,FC-MUM-01,2025-08-30,209,269,540,214,10,Carrier-E,1242,0.18,0,0
AMZ-EVT-003349,FC-SFO-01,2025-05-18,195,134,358,42,279,Carrier-D,1008,0.26,0,0
AMZ-EVT-003350,FC-LON-01,2025-04-06,140,281,344,77,98,Carrier-B,940,0.2,0,0
AMZ-EVT-003351,FC-BER-01,2025-05-23,24,279,448,29,225,Carrier-D,1005,0.29,0,0
AMZ-EVT-003352,FC-LON-01,2025-01-01,129,289,426,147,269,Carrier-A,1260,0.14,0,0
AMZ-EVT-003353,FC-BER-01,2025-01-21,164,411,226,75,106,Carrier-D,982,0.08,0,0
AMZ-EVT-003354,FC-MUM-01,2025-10-08,134,477,61,169,137,Carrier-A,978,0.29,0,0
AMZ-EVT-003355,FC-LON-01,2025-04-16,153,300,107,77,51,Carrier-D,688,0.32,0,0
AMZ-EVT-003356,FC-SFO-01,2025-03-28,206,444,128,155,23,Carrier-B,956,0.3,0,0
AMZ-EVT-003357,FC-MUM-01,2025-05-01,101,443,172,206,273,Carrier-E,1195,0.12,0,0
AMZ-EVT-003358,FC-BER-01,2025-02-22,230,40,303,93,104,Carrier-E,770,0.38,0,0
AMZ-EVT-003359,FC-BER-01,2025-07-24,81,289,570,55,241,Carrier-B,1236,0.09,0,0
AMZ-EVT-003360,FC-SFO-01,2025-09-27,224,478,179,26,14,Carrier-A,921,0.26,0,0
AMZ-EVT-003361,FC-BER-01,2025-09-08,97,297,357,175,214,Carrier-A,1140,0.08,0,0
AMZ-EVT-003362,FC-LON-01,2025-09-26,228,56,73,167,326,Carrier-A,850,0.11,0,0
AMZ-EVT-003363,FC-BER-01,2025-01-27,47,156,57,186,85,Carrier-B,531,0.12,0,0
AMZ-EVT-003364,FC-MUM-01,2025-04-06,35,182,550,233,222,Carrier-B,1222,0.24,0,0
AMZ-EVT-003365,FC-MUM-01,2025-06-20,189,39,344,86,253,Carrier-C,911,0.31,0,0
AMZ-EVT-003366,FC-MUM-01,2025-03-05,217,473,349,107,81,Carrier-C,1227,0.13,0,0
AMZ-EVT-003367,FC-SFO-01,2025-11-12,26,106,137,65,60,Carrier-B,394,0.45,0,1
AMZ-EVT-003368,FC-MUM-01,2025-05-27,65,197,188,234,82,Carrier-D,766,0.37,0,0
AMZ-EVT-003369,FC-MUM-01,2025-04-23,91,217,554,175,224,Carrier-A,1261,0.21,0,0
AMZ-EVT-003370,FC-SFO-01,2025-02-15,5,160,316,82,86,Carrier-B,649,0.44,0,0
AMZ-EVT-003371,FC-SFO-01,2025-01-06,80,292,470,70,160,Carrier-B,1072,0.24,0,0
AMZ-EVT-003372,FC-MUM-01,2025-05-11,28,322,205,53,135,Carrier-D,743,0.17,1,0
AMZ-EVT-003373,FC-MUM-01,2025-08-23,158,380,598,188,18,Carrier-A,1342,0.22,0,0
AMZ-EVT-003374,FC-LON-01,2025-06-23,53,148,564,124,102,Carrier-E,991,0.26,0,0
AMZ-EVT-003375,FC-BER-01,2025-09-27,188,48,94,88,55,Carrier-A,473,0.39,0,1
AMZ-EVT-003376,FC-MUM-01,2025-06-24,197,459,81,48,78,Carrier-D,863,0.32,0,0
AMZ-EVT-003377,FC-SFO-01,2025-01-08,57,168,76,112,277,Carrier-A,690,0.11,0,0
AMZ-EVT-003378,FC-MUM-01,2025-05-19,191,60,232,183,267,Carrier-D,933,0.12,0,0
AMZ-EVT-003379,FC-BER-01,2025-04-12,119,318,295,173,273,Carrier-A,1178,0.13,0,0
AMZ-EVT-003380,FC-BER-01,2025-11-14,150,251,519,230,328,Carrier-C,1478,0.15,0,0
AMZ-EVT-003381,FC-BER-01,2025-09-02,63,352,71,67,298,Carrier-B,851,0.26,0,0
AMZ-EVT-003382,FC-BER-01,2025-08-01,226,219,531,33,88,Carrier-C,1097,0.06,0,0
AMZ-EVT-003383,FC-MUM-01,2025-07-20,134,177,194,120,350,Carrier-C,975,0.3,0,0
AMZ-EVT-003384,FC-MUM-01,2025-11-22,195,26,275,117,76,Carrier-B,689,0.1,0,0
AMZ-EVT-003385,FC-SFO-01,2025-02-25,38,111,364,238,90,Carrier-A,841,0.18,0,0
AMZ-EVT-003386,FC-SFO-01,2025-04-13,102,450,329,26,290,Carrier-B,1197,0.09,0,0
AMZ-EVT-003387,FC-MUM-01,2025-05-23,57,214,554,94,234,Carrier-B,1153,0.1,0,0
AMZ-EVT-003388,FC-MUM-01,2025-07-13,216,365,218,161,178,Carrier-B,1138,0.06,0,0
AMZ-EVT-003389,FC-MUM-01,2025-06-08,95,90,168,138,85,Carrier-B,576,0.51,0,0
AMZ-EVT-003390,FC-BER-01,2025-02-25,90,367,207,197,40,Carrier-D,901,0.27,0,0
AMZ-EVT-003391,FC-MUM-01,2025-05-15,54,344,264,170,239,Carrier-A,1071,0.12,0,0
AMZ-EVT-003392,FC-BER-01,2025-06-03,61,175,100,158,305,Carrier-B,799,0.17,0,0
AMZ-EVT-003393,FC-BER-01,2025-09-21,199,218,86,41,122,Carrier-E,666,0.3,0,0
AMZ-EVT-003394,FC-MUM-01,2025-04-25,237,93,411,154,188,Carrier-D,1083,0.11,0,0
AMZ-EVT-003395,FC-SFO-01,2025-09-30,53,67,368,106,327,Carrier-C,921,0.25,0,0
AMZ-EVT-003396,FC-BER-01,2025-06-23,101,377,374,162,134,Carrier-B,1148,0.25,0,0
AMZ-EVT-003397,FC-BER-01,2025-02-15,159,268,348,155,300,Carrier-B,1230,0.23,0,0
AMZ-EVT-003398,FC-MUM-01,2025-09-12,138,320,37,115,47,Carrier-A,657,0.41,0,0
AMZ-EVT-003399,FC-MUM-01,2025-08-14,139,264,508,232,164,Carrier-A,1307,0.08,0,0
AMZ-EVT-003400,FC-MUM-01,2025-09-11,131,454,571,89,95,Carrier-D,1340,0.21,0,0
AMZ-EVT-003401,FC-SFO-01,2025-10-09,223,341,170,214,325,Carrier-B,1273,0.19,0,0
AMZ-EVT-003402,FC-MUM-01,2025-06-13,85,62,573,178,243,Carrier-D,1141,0.2,0,0
AMZ-EVT-003403,FC-SFO-01,2025-04-09,101,78,314,124,87,Carrier-D,704,0.25,0,0
AMZ-EVT-003404,FC-SFO-01,2025-05-25,206,227,473,114,178,Carrier-A,1198,0.2,0,0
AMZ-EVT-003405,FC-BER-01,2025-03-27,229,73,477,215,153,Carrier-E,1147,0.05,0,0
AMZ-EVT-003406,FC-LON-01,2025-01-31,72,367,522,197,148,Carrier-C,1306,0.11,0,0
AMZ-EVT-003407,FC-MUM-01,2025-02-20,197,88,425,31,126,Carrier-B,867,0.34,0,0
AMZ-EVT-003408,FC-MUM-01,2025-10-29,88,123,343,26,325,Carrier-A,905,0.19,0,0
AMZ-EVT-003409,FC-SFO-01,2025-10-14,206,360,593,219,350,Carrier-C,1728,0.12,0,0
AMZ-EVT-003410,FC-SFO-01,2025-02-11,210,464,211,27,202,Carrier-A,1114,0.14,0,0
AMZ-EVT-003411,FC-BER-01,2025-05-05,70,400,246,125,80,Carrier-A,921,0.07,0,0
AMZ-EVT-003412,FC-SFO-01,2025-04-21,201,213,575,111,244,Carrier-A,1344,0.1,0,0
AMZ-EVT-003413,FC-BER-01,2025-09-08,37,60,222,93,336,Carrier-E,748,0.38,0,0
AMZ-EVT-003414,FC-SFO-01,2025-10-08,189,473,252,134,355,Carrier-C,1403,0.09,0,0
AMZ-EVT-003415,FC-MUM-01,2025-06-23,122,450,249,132,21,Carrier-B,974,0.13,0,0
AMZ-EVT-003416,FC-BER-01,2025-09-18,103,79,466,53,220,Carrier-D,921,0.16,0,0
AMZ-EVT-003417,FC-LON-01,2025-07-22,128,293,301,235,263,Carrier-D,1220,0.19,0,0
AMZ-EVT-003418,FC-BER-01,2025-06-06,111,423,275,109,246,Carrier-B,1164,0.23,0,0
AMZ-EVT-003419,FC-BER-01,2025-07-17,102,368,533,147,117,Carrier-B,1267,0.2,0,0
AMZ-EVT-003420,FC-SFO-01,2025-09-05,61,412,156,39,161,Carrier-C,829,0.35,0,0
AMZ-EVT-003421,FC-LON-01,2025-10-03,111,356,160,225,126,Carrier-C,978,0.13,0,0
AMZ-EVT-003422,FC-MUM-01,2025-01-21,6,343,252,173,198,Carrier-D,972,0.06,0,0
AMZ-EVT-003423,FC-MUM-01,2025-05-09,122,362,258,138,253,Carrier-B,1133,0.26,0,0
AMZ-EVT-003424,FC-LON-01,2025-07-30,179,370,513,26,87,Carrier-C,1175,0.11,0,0
AMZ-EVT-003425,FC-LON-01,2025-06-22,218,223,527,217,213,Carrier-A,1398,0.21,0,0
AMZ-EVT-003426,FC-MUM-01,2025-01-16,223,297,320,22,190,Carrier-A,1052,0.16,0,0
AMZ-EVT-003427,FC-BER-01,2025-06-21,227,174,70,207,348,Carrier-D,1026,0.08,0,0
AMZ-EVT-003428,FC-BER-01,2025-09-02,7,160,520,166,182,Carrier-A,1035,0.2,0,0
AMZ-EVT-003429,FC-BER-01,2025-11-11,104,31,175,47,265,Carrier-D,622,0.47,0,0
AMZ-EVT-003430,FC-MUM-01,2025-11-08,101,212,112,74,199,Carrier-D,698,0.29,0,0
AMZ-EVT-003431,FC-MUM-01,2025-11-11,73,37,517,161,288,Carrier-C,1076,0.27,0,0
AMZ-EVT-003432,FC-MUM-01,2025-11-22,233,338,41,183,280,Carrier-C,1075,0.06,0,0
AMZ-EVT-003433,FC-MUM-01,2025-03-25,40,300,188,89,59,Carrier-D,676,0.28,0,0
AMZ-EVT-003434,FC-BER-01,2025-01-02,130,161,196,169,175,Carrier-C,831,0.14,0,0
AMZ-EVT-003435,FC-BER-01,2025-03-13,218,196,428,157,212,Carrier-E,1211,0.05,0,0
AMZ-EVT-003436,FC-MUM-01,2025-07-13,194,420,177,70,309,Carrier-A,1170,0.2,0,0
AMZ-EVT-003437,FC-MUM-01,2025-09-20,170,171,209,200,176,Carrier-B,926,0.28,0,0
AMZ-EVT-003438,FC-BER-01,2025-05-29,187,125,331,88,197,Carrier-C,928,0.22,0,0
AMZ-EVT-003439,FC-SFO-01,2025-02-01,140,251,226,179,161,Carrier-D,957,0.09,0,0
AMZ-EVT-003440,FC-BER-01,2025-07-03,149,96,124,101,297,Carrier-A,767,0.17,0,0
AMZ-EVT-003441,FC-SFO-01,2025-08-14,82,388,369,209,107,Carrier-B,1155,0.05,0,0
AMZ-EVT-003442,FC-BER-01,2025-07-15,108,414,398,84,292,Carrier-C,1296,0.09,0,0
AMZ-EVT-003443,FC-MUM-01,2025-07-14,157,381,238,51,290,Carrier-D,1117,0.22,0,0
AMZ-EVT-003444,FC-BER-01,2025-01-23,44,143,127,229,356,Carrier-A,899,0.33,0,0
AMZ-EVT-003445,FC-BER-01,2025-01-15,172,478,467,87,61,Carrier-C,1265,0.1,0,0
AMZ-EVT-003446,FC-LON-01,2025-05-02,142,404,429,177,24,Carrier-B,1176,0.09,0,0
AMZ-EVT-003447,FC-MUM-01,2025-04-14,197,357,379,172,172,Carrier-A,1277,0.21,0,0
AMZ-EVT-003448,FC-MUM-01,2025-02-03,50,141,410,161,346,Carrier-E,1108,0.23,0,0
AMZ-EVT-003449,FC-BER-01,2025-11-01,206,352,499,63,183,Carrier-E,1303,0.19,0,0
AMZ-EVT-003450,FC-SFO-01,2025-06-21,91,278,266,55,239,Carrier-A,929,0.15,0,0
AMZ-EVT-003451,FC-BER-01,2025-04-01,125,451,252,108,118,Carrier-B,1054,0.21,0,0
AMZ-EVT-003452,FC-BER-01,2025-10-01,206,291,375,111,325,Carrier-B,1308,0.2,0,0
AMZ-EVT-003453,FC-SFO-01,2025-04-14,115,116,442,115,287,Carrier-A,1075,0.19,0,0
AMZ-EVT-003454,FC-BER-01,2025-02-22,7,253,392,86,311,Carrier-C,1049,0.26,0,0
AMZ-EVT-003455,FC-MUM-01,2025-06-19,34,51,309,209,136,Carrier-C,739,0.11,0,0
AMZ-EVT-003456,FC-BER-01,2025-05-05,104,363,40,192,32,Carrier-C,731,0.27,0,0
AMZ-EVT-003457,FC-LON-01,2025-06-01,188,65,560,30,195,Carrier-E,1038,0.12,0,0
AMZ-EVT-003458,FC-BER-01,2025-03-17,172,178,564,20,120,Carrier-D,1054,0.25,0,0
AMZ-EVT-003459,FC-MUM-01,2025-08-02,20,416,330,67,43,Carrier-D,876,0.24,0,0
AMZ-EVT-003460,FC-MUM-01,2025-10-07,171,426,453,192,70,Carrier-C,1312,0.15,0,0
AMZ-EVT-003461,FC-MUM-01,2025-06-03,220,135,212,102,102,Carrier-C,771,0.09,0,0
