Part_Number,Supplier,RFQ_Price,Target_Price,Negotiated_Price,Lead_Time_Days,MOQ,Quality_Score,Tooling_Cost,Yearly_Consumption_Qty,Yearly_Spend,Cost_Savings_Achieved_%
TSL-PART-04297,Supplier-255,147.24,139.01,120.78,21,50,87.9,10458.19,150761,18208913.58,17.97
TSL-PART-04298,Supplier-127,46.88,41.45,41.15,79,100,89.1,5500.19,191208,7868209.2,12.22
TSL-PART-04299,Supplier-246,25.58,21.83,24.27,18,1000,86.6,13642.06,99998,2426951.46,5.12
TSL-PART-04300,Supplier-064,1143.95,1049.57,1063.9,107,500,77.9,12175.53,48936,52063010.4,7.0
TSL-PART-04301,Supplier-276,530.93,473.07,495.58,110,250,86.2,5360.29,148988,73835473.04,6.66
TSL-PART-04302,Supplier-265,771.93,664.27,694.85,50,100,98.5,22723.8,162754,113089616.9,9.99
TSL-PART-04303,Supplier-103,167.68,149.32,149.56,58,250,88.3,22326.48,31973,4781881.88,10.81
TSL-PART-04304,Supplier-063,54.36,50.57,49.23,11,500,95.1,17400.31,23545,1159120.35,9.44
TSL-PART-04305,Supplier-153,1063.99,997.8,921.47,72,100,85.0,17986.67,32256,29722936.32,13.39
TSL-PART-04306,Supplier-122,888.96,822.6,784.0,51,50,82.5,8722.89,127664,100088576.0,11.81
TSL-PART-04307,Supplier-445,908.23,827.53,894.79,59,1000,78.1,9682.94,164203,146927202.37,1.48
TSL-PART-04308,Supplier-498,561.75,497.4,479.12,34,100,98.4,12198.24,179683,86089718.96,14.71
TSL-PART-04309,Supplier-042,752.74,666.73,617.28,27,500,97.6,15987.23,82072,50661404.16,18.0
TSL-PART-04310,Supplier-357,747.99,700.14,690.0,119,50,95.2,10859.27,90014,62109660.0,7.75
TSL-PART-04311,Supplier-131,1186.39,1121.88,1003.34,20,500,94.7,6792.03,68014,68241166.76,15.43
TSL-PART-04312,Supplier-185,565.32,533.09,552.36,118,1000,84.0,21724.48,12924,7138700.64,2.29
TSL-PART-04313,Supplier-445,476.67,450.64,465.44,7,250,88.6,6983.85,102900,47893776.0,2.36
TSL-PART-04314,Supplier-469,853.17,765.87,819.71,28,500,71.7,15602.57,131845,108074664.95,3.92
TSL-PART-04315,Supplier-009,825.26,752.21,753.99,10,500,70.9,17772.51,86947,65557168.53,8.64
TSL-PART-04316,Supplier-299,721.79,662.77,699.29,14,500,79.0,15585.6,18873,13197700.17,3.12
TSL-PART-04317,Supplier-171,471.95,404.18,393.12,72,1000,87.7,18807.31,112844,44361233.28,16.7
TSL-PART-04318,Supplier-407,535.8,480.24,523.85,22,100,91.2,5038.97,77840,40776484.0,2.23
TSL-PART-04319,Supplier-086,300.53,258.95,289.44,22,50,81.7,9813.49,78800,22807872.0,3.69
TSL-PART-04320,Supplier-145,285.2,248.1,233.88,50,500,92.5,13954.71,142163,33249082.44,17.99
TSL-PART-04321,Supplier-397,1034.84,928.36,1002.05,115,1000,94.4,21772.17,136870,137150583.5,3.17
TSL-PART-04322,Supplier-329,265.34,236.62,251.23,42,50,79.8,24198.86,11118,2793175.14,5.32
TSL-PART-04323,Supplier-404,1016.36,933.67,994.46,101,500,98.2,21490.22,168098,167166737.08,2.15
TSL-PART-04324,Supplier-471,218.62,194.5,199.52,55,250,78.1,3122.14,156638,31252413.76,8.74
TSL-PART-04325,Supplier-339,654.31,614.49,611.06,116,50,87.5,719.86,198783,121468339.98,6.61
TSL-PART-04326,Supplier-178,573.65,523.54,486.42,65,500,75.7,7066.57,62627,30463025.34,15.21
TSL-PART-04327,Supplier-402,918.69,827.29,844.84,18,250,89.4,10181.17,146720,123954924.8,8.04
TSL-PART-04328,Supplier-374,1065.14,957.27,1012.48,70,100,71.2,3124.88,946,957806.08,4.94
TSL-PART-04329,Supplier-438,308.71,271.72,285.62,100,50,88.4,16987.31,31581,9020165.22,7.48
TSL-PART-04330,Supplier-465,548.61,482.01,479.11,50,500,97.9,22514.57,54385,26056397.35,12.67
TSL-PART-04331,Supplier-400,221.74,194.88,183.79,98,50,80.3,9983.63,107993,19848033.47,17.11
TSL-PART-04332,Supplier-013,414.19,355.48,373.51,32,250,93.5,24727.24,145792,54454769.92,9.82
TSL-PART-04333,Supplier-213,301.25,268.36,296.7,116,1000,76.4,7303.44,173921,51602360.7,1.51
TSL-PART-04334,Supplier-446,1159.69,1015.76,1100.51,86,1000,87.0,10103.07,14881,16376689.31,5.1
TSL-PART-04335,Supplier-100,526.72,496.12,444.74,65,100,75.0,1379.87,157790,70175524.6,15.56
TSL-PART-04336,Supplier-356,327.31,288.64,297.6,13,50,94.9,17778.09,173231,51553545.6,9.08
TSL-PART-04337,Supplier-384,129.78,120.38,110.21,66,500,72.8,328.24,119408,13159955.68,15.08
TSL-PART-04338,Supplier-317,421.29,378.67,417.01,83,50,92.8,10747.94,107039,44636333.39,1.02
TSL-PART-04339,Supplier-296,1081.84,956.88,1061.35,78,100,91.3,5656.29,86300,91594505.0,1.89
TSL-PART-04340,Supplier-054,853.28,788.78,835.27,97,500,95.7,15749.06,135013,112772308.51,2.11
TSL-PART-04341,Supplier-208,171.44,154.44,161.41,37,500,84.0,5366.29,157711,25456132.51,5.85
TSL-PART-04342,Supplier-494,20.09,18.07,19.94,78,250,96.5,13975.82,191591,3820324.54,0.75
TSL-PART-04343,Supplier-452,728.14,639.47,673.43,85,100,84.5,2073.16,193125,130056168.75,7.51
TSL-PART-04344,Supplier-453,1150.24,985.07,1144.09,99,50,83.1,1950.59,92861,106241341.49,0.53
TSL-PART-04345,Supplier-438,344.29,308.84,336.9,100,100,73.4,22152.42,54846,18477617.4,2.15
TSL-PART-04346,Supplier-314,457.87,434.04,418.54,81,250,95.8,19609.94,18808,7871900.32,8.59
TSL-PART-04347,Supplier-019,983.37,905.25,833.11,43,1000,94.5,24189.87,112053,93352474.83,15.28
TSL-PART-04348,Supplier-413,454.67,429.09,429.67,68,1000,73.7,5688.06,46658,20047542.86,5.5
TSL-PART-04349,Supplier-034,647.27,597.67,630.53,52,500,75.7,7312.45,109568,69085911.04,2.59
TSL-PART-04350,Supplier-389,44.82,38.27,39.88,72,50,79.7,24955.97,76779,3061946.52,11.02
TSL-PART-04351,Supplier-270,817.12,715.81,744.72,98,1000,76.0,17000.12,154918,115370532.96,8.86
TSL-PART-04352,Supplier-377,25.16,22.31,23.9,75,100,85.8,7543.25,199798,4775172.2,5.01
TSL-PART-04353,Supplier-384,446.17,379.41,420.95,112,50,74.7,6443.37,81117,34146201.15,5.65
TSL-PART-04354,Supplier-079,105.59,91.84,90.65,104,500,95.3,21036.03,52010,4714706.5,14.15
TSL-PART-04355,Supplier-057,63.27,59.82,56.88,95,500,94.9,10003.53,64041,3642652.08,10.1
TSL-PART-04356,Supplier-112,10.41,8.93,9.8,9,50,83.8,1021.08,72818,713616.4,5.86
TSL-PART-04357,Supplier-010,30.07,26.8,30.07,112,50,86.0,9058.84,109710,3298979.7,0.0
TSL-PART-04358,Supplier-223,708.59,633.52,585.22,53,1000,77.6,4430.99,133835,78322918.7,17.41
TSL-PART-04359,Supplier-347,28.5,25.28,24.29,36,250,90.2,2340.24,66703,1620215.87,14.77
TSL-PART-04360,Supplier-169,93.92,88.34,91.02,55,100,87.8,22160.57,83805,7627931.1,3.09
TSL-PART-04361,Supplier-024,496.19,432.77,413.69,70,250,96.6,17369.53,139068,57531040.92,16.63
TSL-PART-04362,Supplier-469,491.29,436.82,444.1,107,250,71.0,16769.06,92863,41240458.3,9.61
TSL-PART-04363,Supplier-209,319.01,296.05,310.04,51,100,84.3,15015.56,111619,34606354.76,2.81
TSL-PART-04364,Supplier-039,798.89,733.14,767.05,54,50,87.7,17978.75,52058,39931088.9,3.99
TSL-PART-04365,Supplier-092,85.05,79.0,71.24,96,50,86.9,23690.21,57176,4073218.24,16.24
TSL-PART-04366,Supplier-084,348.0,315.42,327.13,38,500,93.7,1692.93,150982,49390741.66,6.0
TSL-PART-04367,Supplier-097,835.39,724.66,763.2,94,250,85.6,884.43,131645,100471464.0,8.64
TSL-PART-04368,Supplier-373,131.52,112.86,127.96,23,50,70.8,14031.19,95752,12252425.92,2.71
TSL-PART-04369,Supplier-013,854.35,764.0,756.27,41,500,98.8,10155.98,4426,3347251.02,11.48
TSL-PART-04370,Supplier-191,24.09,21.15,22.8,22,100,93.0,2060.45,144954,3304951.2,5.35
TSL-PART-04371,Supplier-486,843.79,792.15,757.58,75,100,72.5,23895.2,104822,79411050.76,10.22
TSL-PART-04372,Supplier-251,945.18,817.1,887.96,59,50,97.6,19151.79,37974,33719393.04,6.05
TSL-PART-04373,Supplier-390,837.37,740.38,820.76,118,1000,88.6,12157.61,186029,152685162.04,1.98
TSL-PART-04374,Supplier-348,911.91,806.78,896.25,38,50,81.4,23876.02,53958,48359857.5,1.72
TSL-PART-04375,Supplier-424,993.93,907.48,831.06,98,250,76.0,19243.6,112393,93405326.58,16.39
TSL-PART-04376,Supplier-043,566.52,519.94,557.85,73,50,94.2,1918.4,93201,51992177.85,1.53
TSL-PART-04377,Supplier-117,442.8,377.77,417.04,32,500,72.9,16611.55,41180,17173707.2,5.82
TSL-PART-04378,Supplier-200,796.45,722.2,691.65,65,250,89.9,11799.3,5133,3550239.45,13.16
TSL-PART-04379,Supplier-053,698.7,634.25,657.64,27,50,86.3,14793.67,119019,78271655.16,5.88
TSL-PART-04380,Supplier-010,852.66,740.79,793.64,17,50,95.0,6015.69,113326,89940046.64,6.92
TSL-PART-04381,Supplier-279,979.87,836.9,838.77,117,500,81.1,11672.42,166702,139824636.54,14.4
TSL-PART-04382,Supplier-480,47.21,41.37,46.51,72,500,74.0,8222.53,164234,7638523.34,1.48
TSL-PART-04383,Supplier-026,716.64,647.98,694.73,72,100,74.7,11082.84,83999,58356625.27,3.06
TSL-PART-04384,Supplier-449,705.42,658.12,613.93,117,100,87.9,2597.87,158897,97551635.21,12.97
TSL-PART-04385,Supplier-431,899.22,834.36,808.72,10,100,82.4,3217.8,90178,72928752.16,10.06
TSL-PART-04386,Supplier-374,1081.86,972.87,950.6,33,1000,81.4,11458.85,174976,166332185.6,12.13
TSL-PART-04387,Supplier-499,278.94,261.33,258.37,94,100,93.7,6056.21,1323,341823.51,7.37
TSL-PART-04388,Supplier-162,1075.74,950.84,1003.55,67,50,74.7,6799.11,112470,112869268.5,6.71
TSL-PART-04389,Supplier-004,905.29,796.09,854.36,73,50,93.2,16153.21,46389,39632906.04,5.63
TSL-PART-04390,Supplier-380,296.97,268.11,287.54,86,100,89.2,326.19,32435,9326359.9,3.18
TSL-PART-04391,Supplier-414,793.53,707.45,682.17,111,100,97.3,11480.06,49719,33916810.23,14.03
TSL-PART-04392,Supplier-387,809.87,706.16,713.91,108,100,88.2,14321.55,8138,5809799.58,11.85
TSL-PART-04393,Supplier-480,395.77,348.15,384.56,99,250,79.8,8667.64,108143,41587472.08,2.83
TSL-PART-04394,Supplier-436,456.16,397.54,379.75,42,100,75.1,13269.68,152286,57830608.5,16.75
TSL-PART-04395,Supplier-448,109.41,97.35,102.98,31,100,70.5,20711.93,198704,20462537.92,5.88
TSL-PART-04396,Supplier-410,633.86,570.04,561.81,56,500,96.7,11055.8,148930,83670363.3,11.37
TSL-PART-04397,Supplier-233,1174.8,1037.09,986.14,47,1000,83.8,12147.99,29975,29559546.5,16.06
TSL-PART-04398,Supplier-142,73.08,64.58,69.91,67,500,70.2,21472.26,177537,12411611.67,4.34
TSL-PART-04399,Supplier-246,734.03,625.17,684.88,39,50,96.7,11450.5,178933,122547633.04,6.7
TSL-PART-04400,Supplier-258,28.74,27.07,26.8,75,250,98.8,23585.03,186579,5000317.2,6.75
TSL-PART-04401,Supplier-442,58.09,52.9,56.55,83,1000,97.9,22514.41,99713,5638770.15,2.65
TSL-PART-04402,Supplier-045,703.24,620.91,639.12,56,500,72.4,926.63,11727,7494960.24,9.12
TSL-PART-04403,Supplier-050,842.96,797.24,806.43,113,50,77.7,4542.78,79617,64205537.31,4.33
TSL-PART-04404,Supplier-260,735.39,663.71,715.16,10,250,74.1,12378.96,64413,46065601.08,2.75
TSL-PART-04405,Supplier-137,604.78,515.05,579.88,42,100,73.4,3346.27,180812,104849262.56,4.12
TSL-PART-04406,Supplier-394,924.6,862.67,846.06,87,1000,90.5,21869.51,104146,88113764.76,8.49
TSL-PART-04407,Supplier-228,208.61,192.11,192.3,45,100,78.8,11116.74,173359,33336935.7,7.82
TSL-PART-04408,Supplier-124,1112.87,1009.32,1067.93,30,50,75.6,4030.43,69523,74245697.39,4.04
TSL-PART-04409,Supplier-392,858.65,788.97,850.06,35,100,92.3,16958.41,56947,48408366.82,1.0
TSL-PART-04410,Supplier-081,934.32,871.25,771.73,26,100,93.6,17507.89,102471,79079944.83,17.4
TSL-PART-04411,Supplier-315,60.98,55.41,51.06,49,500,95.1,12776.13,57630,2942587.8,16.27
TSL-PART-04412,Supplier-118,688.23,629.38,580.07,17,250,92.7,3647.66,43285,25108329.95,15.72
TSL-PART-04413,Supplier-107,611.76,521.45,547.4,41,100,88.0,20320.45,110716,60605938.4,10.52
TSL-PART-04414,Supplier-275,1020.85,897.73,1000.9,91,500,70.8,22266.76,146683,146815014.7,1.95
TSL-PART-04415,Supplier-022,951.86,851.19,816.47,118,50,78.9,23044.09,7886,6438682.42,14.22
TSL-PART-04416,Supplier-491,393.8,360.55,362.87,80,50,92.2,5368.6,130230,47256560.1,7.85
TSL-PART-04417,Supplier-099,175.88,151.93,160.22,97,50,77.1,14972.27,27192,4356702.24,8.9
TSL-PART-04418,Supplier-153,326.96,309.23,301.57,17,250,96.9,17535.41,42252,12741935.64,7.77
TSL-PART-04419,Supplier-084,1078.2,1000.97,1018.2,12,50,96.2,1946.02,168025,171083055.0,5.56
TSL-PART-04420,Supplier-053,464.97,412.13,424.58,45,500,89.0,13995.47,111936,47525786.88,8.69
TSL-PART-04421,Supplier-025,1115.85,1059.55,934.81,40,50,95.5,1201.77,146753,137186171.93,16.22
TSL-PART-04422,Supplier-143,467.75,414.74,461.34,17,250,85.4,20080.33,172425,79546549.5,1.37
TSL-PART-04423,Supplier-196,1186.97,1021.65,1132.25,29,250,72.7,22082.51,176231,199537549.75,4.61
TSL-PART-04424,Supplier-283,353.0,323.67,332.92,75,50,95.9,15815.1,127316,42386042.72,5.69
TSL-PART-04425,Supplier-389,505.8,430.63,486.92,103,50,73.5,23184.29,126870,61775540.4,3.73
TSL-PART-04426,Supplier-404,381.46,334.27,321.71,12,50,93.7,6806.41,72094,23193360.74,15.66
TSL-PART-04427,Supplier-025,1188.52,1087.38,1067.06,75,50,96.7,17692.63,8476,9044400.56,10.22
TSL-PART-04428,Supplier-459,514.12,473.76,481.46,93,250,83.8,4429.43,100606,48437764.76,6.35
TSL-PART-04429,Supplier-213,973.24,851.69,972.01,45,250,79.5,1652.54,167453,162765990.53,0.13
TSL-PART-04430,Supplier-208,193.5,183.09,186.11,55,100,91.0,10613.75,42119,7838767.09,3.82
TSL-PART-04431,Supplier-231,122.15,111.06,115.54,86,50,77.5,23751.71,24942,2881798.68,5.41
TSL-PART-04432,Supplier-452,1077.46,961.95,1048.29,63,500,71.8,20679.47,156307,163855065.03,2.71
TSL-PART-04433,Supplier-215,479.55,453.09,429.91,22,50,70.3,17515.88,131502,56534024.82,10.35
TSL-PART-04434,Supplier-479,861.82,801.56,855.31,105,500,74.1,16661.41,93421,79903915.51,0.76
TSL-PART-04435,Supplier-155,509.2,478.26,429.28,32,50,88.3,6463.33,65476,28107537.28,15.7
TSL-PART-04436,Supplier-166,975.81,841.01,873.0,55,50,86.6,765.53,145625,127130625.0,10.54
TSL-PART-04437,Supplier-265,737.58,641.16,687.25,44,500,87.1,11411.1,95545,65663301.25,6.82
TSL-PART-04438,Supplier-319,870.95,790.03,723.14,89,250,75.8,7699.45,104083,75266580.62,16.97
TSL-PART-04439,Supplier-174,916.27,846.56,868.11,115,50,86.8,8987.87,44267,38428625.37,5.26
TSL-PART-04440,Supplier-120,212.83,188.13,195.25,38,50,86.5,1797.96,17563,3429175.75,8.26
TSL-PART-04441,Supplier-327,428.85,384.84,396.84,19,50,98.1,6557.31,195115,77429436.6,7.46
TSL-PART-04442,Supplier-276,382.99,340.77,368.45,71,250,80.8,14478.98,23632,8707210.4,3.8
TSL-PART-04443,Supplier-157,740.48,661.79,704.35,66,500,88.7,22635.13,110908,78118049.8,4.88
TSL-PART-04444,Supplier-276,65.93,58.88,62.5,66,1000,93.9,20460.62,64535,4033437.5,5.2
TSL-PART-04445,Supplier-253,196.03,172.32,164.38,62,100,81.9,7439.83,32443,5332980.34,16.15
TSL-PART-04446,Supplier-347,7.92,7.49,7.8,21,250,77.6,19303.39,39696,309628.8,1.52
TSL-PART-04447,Supplier-370,470.2,434.42,429.46,16,500,94.0,17183.28,108122,46434074.12,8.66
TSL-PART-04448,Supplier-184,529.57,475.07,512.79,88,50,80.7,3588.72,112072,57469400.88,3.17
TSL-PART-04449,Supplier-098,219.56,205.25,206.39,97,100,95.9,14690.91,150645,31091621.55,6.0
TSL-PART-04450,Supplier-207,209.82,196.1,182.82,70,1000,97.1,19801.3,123836,22639697.52,12.87
TSL-PART-04451,Supplier-400,516.52,490.47,461.19,111,100,77.0,3418.47,12476,5753806.44,10.71
TSL-PART-04452,Supplier-164,302.57,257.31,287.33,101,250,92.3,1592.07,154863,44496785.79,5.04
TSL-PART-04453,Supplier-497,93.65,83.6,78.08,103,100,77.6,1652.41,110870,8656729.6,16.63
TSL-PART-04454,Supplier-302,1106.87,1018.23,1043.14,8,250,80.6,13039.35,29912,31202403.68,5.76
TSL-PART-04455,Supplier-355,1039.24,943.69,928.44,76,1000,95.7,837.4,178577,165798029.88,10.66
TSL-PART-04456,Supplier-427,67.87,62.58,56.79,97,50,78.7,11907.42,634,36004.86,16.33
TSL-PART-04457,Supplier-416,250.28,219.62,249.04,51,50,74.9,13214.65,72511,18058139.44,0.5
TSL-PART-04458,Supplier-196,849.27,735.2,801.39,113,100,76.3,5093.22,21706,17394971.34,5.64
TSL-PART-04459,Supplier-079,85.82,77.68,73.47,66,50,85.9,24249.56,72423,5320917.81,14.39
TSL-PART-04460,Supplier-163,1103.2,971.09,947.62,21,250,86.5,18645.58,31243,29606491.66,14.1
TSL-PART-04461,Supplier-128,22.81,21.2,18.9,78,50,97.8,9876.82,99350,1877715.0,17.14
TSL-PART-04462,Supplier-244,646.93,607.03,563.69,64,500,73.8,21677.07,73718,41554099.42,12.87
TSL-PART-04463,Supplier-220,484.82,438.21,460.46,65,250,98.2,11115.21,134315,61846684.9,5.02
TSL-PART-04464,Supplier-033,575.02,492.07,503.59,42,100,97.4,18003.65,94532,47605369.88,12.42
TSL-PART-04465,Supplier-418,871.09,748.84,843.86,40,500,86.1,14945.21,170256,143672228.16,3.13
TSL-PART-04466,Supplier-090,38.06,34.67,36.15,76,500,81.3,11555.43,103485,3740982.75,5.02
TSL-PART-04467,Supplier-390,748.18,667.94,705.74,31,1000,76.7,6562.59,130051,91782192.74,5.67
TSL-PART-04468,Supplier-127,1003.84,876.03,918.49,61,1000,93.6,478.05,153705,141176505.45,8.5
TSL-PART-04469,Supplier-067,847.02,744.07,790.59,66,1000,95.3,792.29,6197,4899286.23,6.66
TSL-PART-04470,Supplier-178,444.23,399.42,391.17,105,500,97.6,16082.93,170517,66701134.89,11.94
TSL-PART-04471,Supplier-477,226.03,196.6,188.62,102,50,96.4,21761.25,93721,17677655.02,16.55
TSL-PART-04472,Supplier-384,858.86,799.39,804.65,109,50,95.3,20803.6,189397,152398296.05,6.31
TSL-PART-04473,Supplier-233,437.96,408.31,409.37,30,100,94.1,13694.21,162679,66595902.23,6.53
TSL-PART-04474,Supplier-023,960.56,890.68,802.54,96,500,90.6,980.45,146163,117301654.02,16.45
TSL-PART-04475,Supplier-147,36.78,32.2,35.17,10,100,77.1,1621.54,179985,6330072.45,4.38
TSL-PART-04476,Supplier-193,18.59,15.9,15.55,107,500,76.2,4534.25,179518,2791504.9,16.35
TSL-PART-04477,Supplier-302,592.99,512.86,547.32,27,50,73.6,5428.64,13944,7631830.08,7.7
TSL-PART-04478,Supplier-354,144.45,125.83,141.7,94,250,74.7,9514.69,39679,5622514.3,1.9
TSL-PART-04479,Supplier-381,991.18,896.74,935.03,27,100,83.6,5023.8,39976,37378759.28,5.66
TSL-PART-04480,Supplier-251,104.68,94.98,103.07,22,500,80.4,7565.16,187109,19285324.63,1.54
TSL-PART-04481,Supplier-024,1137.25,966.76,945.64,11,250,90.3,1576.09,99106,93718597.84,16.85
TSL-PART-04482,Supplier-374,341.84,313.76,302.67,25,100,75.3,10262.05,22272,6741066.24,11.46
TSL-PART-04483,Supplier-377,1050.96,937.73,912.15,49,50,85.6,13209.52,102647,93629461.05,13.21
TSL-PART-04484,Supplier-428,334.18,304.65,324.04,50,500,91.2,18091.05,55307,17921680.28,3.03
TSL-PART-04485,Supplier-249,493.38,449.02,465.39,36,250,78.5,1693.28,83434,38829349.26,5.67
TSL-PART-04486,Supplier-314,255.52,231.41,230.03,54,50,85.4,23067.96,82536,18985756.08,9.98
TSL-PART-04487,Supplier-230,63.61,55.64,62.57,41,100,71.9,11102.01,179756,11247332.92,1.63
TSL-PART-04488,Supplier-036,717.54,627.51,639.5,63,250,97.9,10358.54,54298,34723571.0,10.88
TSL-PART-04489,Supplier-385,967.7,908.11,944.22,80,1000,76.2,23979.35,148718,140422509.96,2.43
TSL-PART-04490,Supplier-094,877.24,788.02,731.15,118,500,94.6,13111.59,61031,44622815.65,16.65
TSL-PART-04491,Supplier-343,1164.78,1016.75,1143.36,9,50,86.5,6517.85,68480,78297292.8,1.84
TSL-PART-04492,Supplier-078,1089.61,1032.19,1030.03,87,500,73.0,669.37,12780,13163783.4,5.47
TSL-PART-04493,Supplier-295,171.53,154.76,158.63,79,100,83.6,21896.64,110658,17553678.54,7.52
TSL-PART-04494,Supplier-027,753.07,678.99,750.38,119,500,83.5,19074.48,131232,98473868.16,0.36
TSL-PART-04495,Supplier-210,571.97,498.9,511.49,59,100,83.4,16172.45,185443,94852240.07,10.57
TSL-PART-04496,Supplier-213,228.09,193.93,214.02,50,500,86.9,11117.17,35089,7509747.78,6.17
TSL-PART-04497,Supplier-165,903.65,810.89,842.89,104,50,93.2,19758.11,151516,127711321.24,6.72
TSL-PART-04498,Supplier-038,582.82,513.44,542.96,17,100,85.9,6791.35,60148,32657958.08,6.84
TSL-PART-04499,Supplier-379,839.71,713.95,751.62,67,250,90.2,5489.41,154088,115815622.56,10.49
TSL-PART-04500,Supplier-307,77.98,69.44,66.57,88,100,75.4,23258.43,184495,12281832.15,14.63
TSL-PART-04501,Supplier-083,140.35,132.84,130.1,58,100,85.6,1743.51,93885,12214438.5,7.3
TSL-PART-04502,Supplier-144,534.24,473.53,494.45,60,50,72.8,22682.98,105094,51963728.3,7.45
TSL-PART-04503,Supplier-189,27.94,25.87,27.36,9,500,94.9,5715.71,175351,4797603.36,2.08
TSL-PART-04504,Supplier-219,231.5,203.55,223.19,48,250,91.3,23575.46,69521,15516391.99,3.59
TSL-PART-04505,Supplier-376,1005.97,882.55,923.35,106,500,81.1,9596.73,123183,113741023.05,8.21
TSL-PART-04506,Supplier-460,567.51,505.67,559.65,109,250,75.1,9602.58,2727,1526165.55,1.38
TSL-PART-04507,Supplier-128,860.13,738.72,812.94,45,100,90.1,1164.38,56637,46042482.78,5.49
TSL-PART-04508,Supplier-451,200.17,174.88,189.5,41,50,85.4,20628.73,144804,27440358.0,5.33
TSL-PART-04509,Supplier-257,462.25,398.03,432.26,23,50,88.0,21658.56,146262,63223212.12,6.49
TSL-PART-04510,Supplier-307,983.49,863.38,931.11,104,100,90.1,17816.0,140683,130991348.13,5.33
TSL-PART-04511,Supplier-410,56.0,49.89,47.07,15,50,98.4,18418.0,8509,400518.63,15.95
TSL-PART-04512,Supplier-158,382.49,363.2,353.16,66,250,96.7,7705.99,121971,43075278.36,7.67
TSL-PART-04513,Supplier-145,615.64,561.37,593.88,78,100,81.2,16807.0,62298,36997536.24,3.53
TSL-PART-04514,Supplier-141,748.34,668.42,742.06,22,250,77.9,344.63,142629,105839275.74,0.84
TSL-PART-04515,Supplier-252,180.63,164.02,171.78,38,100,74.6,18178.09,131146,22528259.88,4.9
TSL-PART-04516,Supplier-054,1111.21,998.12,1072.96,116,100,72.0,22938.91,60386,64791762.56,3.44
TSL-PART-04517,Supplier-247,886.03,810.09,783.97,92,1000,94.3,5936.74,177362,139046487.14,11.52
TSL-PART-04518,Supplier-026,81.19,72.71,77.41,108,250,96.3,1815.71,84853,6568470.73,4.66
TSL-PART-04519,Supplier-174,537.43,483.54,513.01,73,50,94.9,17636.81,64296,32984490.96,4.54
TSL-PART-04520,Supplier-135,1067.9,988.1,924.48,100,500,80.7,23347.79,62081,57392642.88,13.43
TSL-PART-04521,Supplier-016,1080.76,988.26,950.09,109,500,90.9,22266.39,174383,165679544.47,12.09
TSL-PART-04522,Supplier-445,1056.03,970.21,922.57,24,1000,74.2,23239.71,111363,102740162.91,12.64
TSL-PART-04523,Supplier-408,147.18,127.8,133.31,78,50,91.0,16673.65,100497,13397255.07,9.42
TSL-PART-04524,Supplier-248,603.33,567.18,576.48,108,500,80.4,9878.09,97092,55971596.16,4.45
TSL-PART-04525,Supplier-386,547.98,513.87,501.31,104,500,79.4,10903.54,78717,39461619.27,8.52
TSL-PART-04526,Supplier-269,508.54,442.08,507.29,91,50,93.5,22953.72,165514,83963597.06,0.25
TSL-PART-04527,Supplier-158,458.79,417.93,434.03,86,100,90.6,16711.69,140345,60913940.35,5.4
TSL-PART-04528,Supplier-125,1031.31,944.15,993.0,85,100,90.3,15375.97,154489,153407577.0,3.71
TSL-PART-04529,Supplier-315,951.28,855.19,896.23,83,50,89.5,16560.41,158978,142480852.94,5.79
TSL-PART-04530,Supplier-419,229.65,209.7,206.27,65,1000,85.9,20977.86,199208,41090634.16,10.18
TSL-PART-04531,Supplier-108,940.73,883.07,844.77,104,500,74.9,1369.58,69359,58592402.43,10.2
TSL-PART-04532,Supplier-462,816.41,760.09,805.27,8,50,77.5,4181.94,190171,153139001.17,1.36
TSL-PART-04533,Supplier-177,61.04,55.73,54.95,73,250,86.6,5659.1,52207,2868774.65,9.98
TSL-PART-04534,Supplier-014,130.16,111.91,116.69,21,250,92.7,5306.15,42896,5005534.24,10.35
TSL-PART-04535,Supplier-497,1138.58,1031.05,983.41,45,100,88.6,13128.8,91092,89580783.72,13.63
TSL-PART-04536,Supplier-447,638.51,552.63,618.3,80,100,81.4,7555.4,98515,60911824.5,3.17
TSL-PART-04537,Supplier-180,1197.67,1096.06,1122.34,62,50,88.0,9222.48,155399,174410513.66,6.29
TSL-PART-04538,Supplier-091,1158.9,1034.98,1008.84,84,250,79.5,12416.05,175953,177508424.52,12.95
TSL-PART-04539,Supplier-135,923.43,860.12,909.14,75,500,87.2,13337.24,124617,113294299.38,1.55
TSL-PART-04540,Supplier-261,390.13,364.22,335.12,88,500,92.5,11291.99,96930,32483181.6,14.1
TSL-PART-04541,Supplier-054,236.57,215.3,222.64,78,50,74.6,14018.85,185601,41322206.64,5.89
TSL-PART-04542,Supplier-121,18.3,15.95,17.71,71,100,72.0,7153.74,109590,1940838.9,3.22
TSL-PART-04543,Supplier-175,191.19,171.87,188.99,104,500,81.6,15451.1,14695,2777208.05,1.15
TSL-PART-04544,Supplier-246,1055.35,970.29,887.93,18,250,91.8,9238.09,68275,60623420.75,15.86
TSL-PART-04545,Supplier-165,857.31,772.72,821.54,82,500,73.4,23993.26,188651,154984342.54,4.17
TSL-PART-04546,Supplier-175,1017.61,928.79,892.55,98,500,98.9,22847.34,167515,149515513.25,12.29
TSL-PART-04547,Supplier-158,1009.07,958.44,851.44,45,1000,92.7,19312.28,36786,31321071.84,15.62
